Data;energia_ativa_f1;energia_ativa_f2;energia_ativa_f3;energia_ativa_total;energia_aparente_f1;energia_aparente_f2;energia_aparente_f3;energia_aparente_total;energia_reativa_f2;energia_reativa_f1;energia_reativa_f3;energia_reativa_total;fator_potencia_f1;fator_potencia_f2;fator_potencia_f3;Fator_Potencia_Total;potencia_aparente_f1;potencia_aparente_f2;potencia_aparente_f3;potencia_aparente_total;potencia_ativa_f1;potencia_ativa_f2;potencia_ativa_f3;potencia_ativa_total;potencia_reativa_f1;potencia_reativa_f2;potencia_reativa_f3;potencia_reativa_total;temperatura;tensao_f1_f2;tensao_f2_f3;tensao_f3_f1;angulo_tensao_f1;angulo_tensao_f2;angulo_tensao_f3
23/03/2022 10:14;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,21;0,39;0,52;1031;837;501;2369;868;177;195;1240;318;695;-75;938;23;438,73;438,21;438,04;0.0;119.8;-120.1
23/03/2022 10:13;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1042;841;492;2375;880;165;192;1237;326;707;-84;949;23;439,59;439,25;439,25;0.0;119.8;-120.1
23/03/2022 10:12;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,85;0,2;0,38;0,52;1045;851;490;2386;888;174;185;1247;317;716;-83;950;23;440,29;440,11;439,94;0.0;119.7;-120.1
23/03/2022 10:11;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,85;0,2;0,37;0,52;1042;850;493;2385;884;171;183;1238;317;713;-84;946;23;439,59;438,56;439,07;0.0;119.8;-120.0
23/03/2022 10:10;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,4;0,52;1034;829;492;2355;871;157;196;1224;331;697;-86;942;23;438,73;438,04;438,56;0.0;119.8;-119.9
23/03/2022 10:09;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,4;0,51;1022;820;496;2345;854;155;198;1207;331;685;-80;936;23;438,38;438,04;438,38;0.0;119.8;-119.9
23/03/2022 10:08;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,18;0,38;0,51;1040;836;498;2374;871;149;192;1212;335;702;-88;949;23;440,29;439,94;439,94;0.0;119.8;-119.9
23/03/2022 10:08;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,18;0,39;0,51;1037;834;494;2365;871;152;192;1215;331;701;-88;944;23;438,9;438,73;438,56;0.0;119.8;-120.1
23/03/2022 10:07;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1037;837;496;2370;873;164;192;1229;324;701;-84;941;23;438,21;437,86;437,69;0.0;119.8;-120.0
23/03/2022 10:07;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,39;0,52;1019;821;486;2326;857;156;191;1204;324;689;-83;930;23;437,17;436,82;436,82;0.0;119.7;-120.1
23/03/2022 10:06;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,21;0,39;0,52;1038;839;502;2379;874;174;194;1242;316;698;-81;933;23;436,82;436,48;436,82;0.0;119.7;-120.0
23/03/2022 10:05;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,21;0,39;0,52;1027;835;491;2353;867;174;190;1231;316;697;-76;937;23;437,69;437,34;437,86;0.0;119.7;-120.0
23/03/2022 10:04;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,21;0,38;0,52;1018;844;505;2367;848;180;193;1221;326;695;-51;970;23;437,69;437;436,82;0.0;119.8;-120.0
23/03/2022 10:03;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,38;0,51;1032;844;510;2386;854;159;194;1207;339;700;-64;975;23;437,69;437,52;437,17;0.0;119.7;-120.0
23/03/2022 10:02;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,17;0,4;0,5;1043;838;524;2405;850;144;210;1204;362;694;-65;991;23;438,04;437,52;437,86;0.0;119.7;-120.1
23/03/2022 10:01;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,18;0,4;0,5;1054;858;535;2447;856;155;212;1223;371;710;-47;1034;23;437,52;436,65;437;0.0;119.6;-120.1
23/03/2022 10:00;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,4;0,52;1042;839;504;2385;874;167;199;1240;327;700;-80;947;23;438,9;438,56;438,9;0.0;119.7;-120.1
23/03/2022 09:59;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,41;0,52;1038;826;512;2376;863;160;211;1234;337;685;-80;942;23;438,9;438,38;439,25;0.0;119.7;-120.1
23/03/2022 09:58;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,2;0,38;0,51;1040;853;507;2400;867;167;192;1226;334;711;-66;979;23;440,29;439,94;440,29;0.0;119.7;-119.9
23/03/2022 09:57;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,39;0,51;1029;844;492;2365;861;161;190;1212;338;709;-65;982;23;439,77;439,59;439,94;0.0;119.8;-119.9
23/03/2022 09:56;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,17;0,4;0,5;1044;840;508;2392;863;141;201;1205;359;706;-74;991;23;438,38;437,69;438,04;0.0;119.8;-120.0
23/03/2022 09:55;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,18;0,4;0,51;1037;840;497;2374;863;155;197;1215;346;706;-69;983;23;438,38;437,86;438,04;0.0;119.8;-119.9
23/03/2022 09:54;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,82;0,2;0,38;0,51;1019;845;519;2383;838;171;195;1204;339;694;-45;988;23;437,34;436,65;436,65;0.0;119.8;-119.9
23/03/2022 09:53;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,18;0,38;0,51;1035;843;498;2376;861;153;192;1206;344;707;-71;980;23;439,25;438,9;439,42;0.0;119.8;-119.9
23/03/2022 09:53;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,41;0,52;1015;819;477;2311;857;160;194;1211;328;691;-78;941;23;438,56;438,21;438,9;0.0;119.8;-119.9
23/03/2022 09:52;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,38;0,51;1036;851;497;2384;867;166;190;1223;338;714;-63;989;23;438,56;438,21;438,38;0.0;119.7;-120.0
23/03/2022 09:51;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1041;849;494;2384;875;166;194;1235;338;716;-69;985;23;438,38;438,04;438,21;0.0;119.7;-120.0
23/03/2022 09:50;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1041;852;502;2395;871;172;195;1238;336;713;-63;986;23;438,38;438,04;438,04;0.0;119.7;-120.1
23/03/2022 09:49;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,39;0,51;1041;850;496;2387;870;161;193;1224;345;717;-65;997;23;438,9;438,56;438,56;0.0;119.7;-120.1
23/03/2022 09:48;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,17;0,39;0,5;1051;852;527;2430;855;145;207;1207;371;710;-56;1025;23;438,56;437,86;438,56;0.0;119.7;-120.1
23/03/2022 09:47;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,17;0,4;0,5;1037;840;524;2401;843;145;207;1195;365;697;-54;1008;23;437,17;436,48;436,65;0.0;119.8;-120.1
23/03/2022 09:45;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1020;830;486;2336;860;167;189;1216;319;694;-76;937;23;438,73;438,56;438,56;0.0;119.7;-120.1
23/03/2022 09:44;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1032;836;491;2364;869;168;193;1230;323;699;-79;943;23;439,25;438,9;438,9;0.0;119.7;-120.1
23/03/2022 09:43;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,41;0,52;1034;824;502;2360;867;164;206;1237;329;687;-82;934;23;437,86;437,52;437,69;0.0;119.7;-120.0
23/03/2022 09:42;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,2;0,41;0,52;1029;824;509;2362;854;162;211;1227;341;684;-68;957;23;437,52;437,17;437,69;0.0;119.7;-120.1
23/03/2022 09:42;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,41;0,52;1036;832;496;2364;871;165;201;1237;330;697;-80;947;23;439,42;439,07;439,59;0.0;119.7;-120.0
23/03/2022 09:41;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,82;0,18;0,41;0,51;1038;838;512;2388;856;154;207;1217;356;700;-61;995;23;439,07;438,56;439,25;0.0;119.7;-120.0
23/03/2022 09:40;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,15;0,41;0,5;1058;839;530;2427;861;129;215;1205;378;700;-77;1001;23;439,07;438,21;438,73;0.0;119.7;-120.1
23/03/2022 09:39;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,16;0,4;0,5;1049;838;525;2412;855;137;212;1204;369;698;-70;997;23;439,42;438,9;439,25;0.0;119.7;-120.1
23/03/2022 09:38;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,18;0,39;0,51;1040;839;512;2391;860;150;199;1209;345;699;-75;969;23;439,25;438,9;438,9;0.0;119.8;-120.0
23/03/2022 09:37;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,17;0,38;0,5;1045;854;504;2403;866;146;189;1201;352;717;-70;999;23;440,11;439,59;439,59;0.0;119.7;-120.0
23/03/2022 09:36;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,17;0,38;0,5;1053;856;511;2420;871;149;195;1215;356;719;-70;1005;23;440,29;439,77;439,94;0.0;119.8;-120.1
23/03/2022 09:35;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,21;0,37;0,51;1028;856;511;2395;857;183;190;1230;327;707;-50;984;23;438,04;437,34;436,65;0.0;119.7;-120.1
23/03/2022 09:34;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,39;0,51;1056;855;522;2433;872;160;203;1235;352;713;-66;999;23;438,56;437,86;438,21;0.0;119.8;-119.9
23/03/2022 09:34;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,39;0,51;1039;847;507;2393;862;161;198;1221;346;708;-62;992;23;439,07;438,56;438,9;0.0;119.8;-119.9
23/03/2022 09:33;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,38;0,51;1049;859;511;2419;871;163;194;1228;347;720;-62;1005;23;439,59;438,9;439,25;0.0;119.8;-120.0
23/03/2022 09:32;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,2;0,4;0,51;1021;836;508;2365;844;166;203;1213;348;694;-50;992;23;438,04;436,82;437;0.0;119.8;-120.0
23/03/2022 09:31;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,82;0,16;0,38;0,5;1053;853;516;2422;865;140;198;1203;363;715;-71;1007;23;439,59;439,07;439,07;0.0;119.7;-120.1
23/03/2022 09:30;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,18;0,37;0,51;1036;843;496;2375;868;153;185;1206;331;707;-82;956;24;440,46;440,46;440,29;0.0;119.7;-120.1
23/03/2022 09:29;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,2;0,38;0,52;1028;840;492;2360;865;169;186;1220;319;701;-75;945;24;439,77;439,59;440,11;0.0;119.7;-119.9
23/03/2022 09:28;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,2;0,38;0,51;1043;850;505;2398;870;167;193;1230;332;708;-68;972;24;439,25;438,21;438,73;0.0;119.7;-120.0
23/03/2022 09:27;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,19;0,39;0,52;1045;850;504;2399;875;165;197;1237;339;712;-70;981;24;439,42;438,56;438,9;0.0;119.7;-120.1
23/03/2022 09:26;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,82;0,17;0,39;0,5;1030;841;507;2378;843;142;199;1184;364;703;-52;1015;24;438,21;437,17;437,86;0.0;119.6;-120.0
23/03/2022 09:25;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,19;0,4;0,51;1035;843;506;2384;857;157;202;1216;352;706;-58;1000;24;439,42;439,25;439,42;0.0;119.6;-120.1
23/03/2022 09:24;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,82;0,17;0,39;0,5;1049;849;513;2411;865;148;202;1215;358;712;-67;1003;24;439,42;439,25;439,25;0.0;119.6;-120.1
23/03/2022 09:23;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,84;0,18;0,4;0,51;1052;851;501;2404;879;156;198;1233;347;718;-75;990;24;439,42;439,25;439,07;0.0;119.7;-120.1
